Commodity Code,group_id, description,transaction
07096090,26, ????? ??????? ,IM
07097000,26, ????? ??????? ,IM
07099100,26, ????? ??????? ,IM
07099200,26, ????? ??????? ,IM
07099300,26, ????? ??????? ,IM
07099910,26, ????? ??????? ,IM
07099920,26, ????? ??????? ,IM
07099990,26, ????? ??????? ,IM
07101000,26, ????? ??????? ,IM
07102100,26, ????? ??????? ,IM
07102200,26, ????? ??????? ,IM
07102900,26, ????? ??????? ,IM
07103000,26, ????? ??????? ,IM
07104000,26, ????? ??????? ,IM
07108000,26, ????? ??????? ,IM
07109000,26, ????? ??????? ,IM
07112010,26, ????? ??????? ,IM
07112090,26, ????? ??????? ,IM
07114010,26, ????? ??????? ,IM
07114090,26, ????? ??????? ,IM
07115110,26, ????? ??????? ,IM
07115190,26, ????? ??????? ,IM
07115910,26, ????? ??????? ,IM
07115990,26, ????? ??????? ,IM
07119010,26, ????? ??????? ,IM
07119020,26, ????? ??????? ,IM
07119030,26, ????? ??????? ,IM
07119040,26, ????? ??????? ,IM
07119050,26, ????? ??????? ,IM
07119060,26, ????? ??????? ,IM
07119090,26, ????? ??????? ,IM
07122000,26, ????? ??????? ,IM
07123100,26, ????? ??????? ,IM
07123200,26, ????? ??????? ,IM
07123300,26, ????? ??????? ,IM
07123400,26, ????? ??????? ,IM
07123910,26, ????? ??????? ,IM
07123990,26, ????? ??????? ,IM
07129010,26, ????? ??????? ,IM
07129020,26, ????? ??????? ,IM
07129090,26, ????? ??????? ,IM
07131010,26, ????? ??????? ,IM
07131090,26, ????? ??????? ,IM
07132010,26, ????? ??????? ,IM
07132090,26, ????? ??????? ,IM
07133110,26, ????? ??????? ,IM
07133190,26, ????? ??????? ,IM
07133210,26, ????? ??????? ,IM
07133290,26, ????? ??????? ,IM
07133310,26, ????? ??????? ,IM
07133390,26, ????? ??????? ,IM
07133410,26, ????? ??????? ,IM
07133490,26, ????? ??????? ,IM
07133510,26, ????? ??????? ,IM
07133590,26, ????? ??????? ,IM
07133910,26, ????? ??????? ,IM
07133990,26, ????? ??????? ,IM
07134010,26, ????? ??????? ,IM
07134090,26, ????? ??????? ,IM
07135010,26, ????? ??????? ,IM
07135090,26, ????? ??????? ,IM
07136010,26, ????? ??????? ,IM
07136090,26, ????? ??????? ,IM
07139010,26, ????? ??????? ,IM
07139090,26, ????? ??????? ,IM
07141011,26, ????? ??????? ,IM
07141019,26, ????? ??????? ,IM
07141091,26, ????? ??????? ,IM
07141099,26, ????? ??????? ,IM
07142010,26, ????? ??????? ,IM
07142090,26, ????? ??????? ,IM
07143010,26, ????? ??????? ,IM
07143090,26, ????? ??????? ,IM
07144010,26, ????? ??????? ,IM
07144090,26, ????? ??????? ,IM
07145010,26, ????? ??????? ,IM
07145090,26, ????? ??????? ,IM
07149011,26, ????? ??????? ,IM
07149019,26, ????? ??????? ,IM
07149091,26, ????? ??????? ,IM
07149099,26, ????? ??????? ,IM
08011100,26, ????? ??????? ,IM
08011200,26, ????? ??????? ,IM
08011910,26, ????? ??????? ,IM
08011990,26, ????? ??????? ,IM
08012100,26, ????? ??????? ,IM
08012200,26, ????? ??????? ,IM
08013100,26, ????? ??????? ,IM
08013200,26, ????? ??????? ,IM
08021100,26, ????? ??????? ,IM
08021210,26, ????? ??????? ,IM
08021290,26, ????? ??????? ,IM
08022100,26, ????? ??????? ,IM
08022200,26, ????? ??????? ,IM
08023100,26, ????? ??????? ,IM
08023200,26, ????? ??????? ,IM
08024100,26, ????? ??????? ,IM
08024200,26, ????? ??????? ,IM
08025100,26, ????? ??????? ,IM
08025200,26, ????? ??????? ,IM
08026100,26, ????? ??????? ,IM
08026200,26, ????? ??????? ,IM
08027000,26, ????? ??????? ,IM
08028000,26, ????? ??????? ,IM
08029100,26, ????? ??????? ,IM
08029200,26, ????? ??????? ,IM
08029900,26, ????? ??????? ,IM
08031010,26, ????? ??????? ,IM
08031020,26, ????? ??????? ,IM
08039010,26, ????? ??????? ,IM
08039020,26, ????? ??????? ,IM
08039030,26, ????? ??????? ,IM
08039090,26, ????? ??????? ,IM
08041000,26, ????? ??????? ,IM
08042000,26, ????? ??????? ,IM
08043000,26, ????? ??????? ,IM
08044000,26, ????? ??????? ,IM
08045010,26, ????? ??????? ,IM
08045021,26, ????? ??????? ,IM
08045022,26, ????? ??????? ,IM
08045030,26, ????? ??????? ,IM
08051010,26, ????? ??????? ,IM
08051020,26, ????? ??????? ,IM
08052100,26, ????? ??????? ,IM
08052200,26, ????? ??????? ,IM
08052900,26, ????? ??????? ,IM
08054000,26, ????? ??????? ,IM
08055010,26, ????? ??????? ,IM
08055020,26, ????? ??????? ,IM
08059000,26, ????? ??????? ,IM
08061000,26, ????? ??????? ,IM
08062000,26, ????? ??????? ,IM
08071100,26, ????? ??????? ,IM
08071900,26, ????? ??????? ,IM
08072000,26, ????? ??????? ,IM
08081000,26, ????? ??????? ,IM
08083000,26, ????? ??????? ,IM
08084000,26, ????? ??????? ,IM
08091000,26, ????? ??????? ,IM
08092100,26, ????? ??????? ,IM
08092900,26, ????? ??????? ,IM
08093000,26, ????? ??????? ,IM
08094010,26, ????? ??????? ,IM
08094020,26, ????? ??????? ,IM
08101000,26, ????? ??????? ,IM
08102000,26, ????? ??????? ,IM
08103000,26, ????? ??????? ,IM
08104000,26, ????? ??????? ,IM
08105000,26, ????? ??????? ,IM
08106000,26, ????? ??????? ,IM
08107000,26, ????? ??????? ,IM
08109010,26, ????? ??????? ,IM
08109020,26, ????? ??????? ,IM
08109030,26, ????? ??????? ,IM
08109040,26, ????? ??????? ,IM
08109050,26, ????? ??????? ,IM
08109060,26, ????? ??????? ,IM
08109070,26, ????? ??????? ,IM
08109091,26, ????? ??????? ,IM
08109092,26, ????? ??????? ,IM
08109093,26, ????? ??????? ,IM
08109094,26, ????? ??????? ,IM
08109099,26, ????? ??????? ,IM
08111000,26, ????? ??????? ,IM
08112000,26, ????? ??????? ,IM
08119000,26, ????? ??????? ,IM
08121000,26, ????? ??????? ,IM
08129010,26, ????? ??????? ,IM
08129090,26, ????? ??????? ,IM
08131000,26, ????? ??????? ,IM
08132000,26, ????? ??????? ,IM
08133000,26, ????? ??????? ,IM
08134010,26, ????? ??????? ,IM
08134020,26, ????? ??????? ,IM
08134090,26, ????? ??????? ,IM
08135010,26, ????? ??????? ,IM
08135020,26, ????? ??????? ,IM
08135030,26, ????? ??????? ,IM
08135040,26, ????? ??????? ,IM
08135090,26, ????? ??????? ,IM
08140000,26, ????? ??????? ,IM
38085210,27, ??????????????????????? ???????????? ,IM
38085220,27, ??????????????????????? ???????????? ,IM
38085290,27, ??????????????????????? ???????????? ,IM
38085911,27, ??????????????????????? ???????????? ,IM
38085919,27, ??????????????????????? ???????????? ,IM
38085921,27, ??????????????????????? ???????????? ,IM
38085929,27, ??????????????????????? ???????????? ,IM
38085931,27, ??????????????????????? ???????????? ,IM
38085939,27, ??????????????????????? ???????????? ,IM
38085940,27, ??????????????????????? ???????????? ,IM
38085950,27, ??????????????????????? ???????????? ,IM
38085960,27, ??????????????????????? ???????????? ,IM
38085991,27, ??????????????????????? ???????????? ,IM
38085999,27, ??????????????????????? ???????????? ,IM
38086110,27, ??????????????????????? ???????????? ,IM
38086120,27, ??????????????????????? ???????????? ,IM
38086130,27, ??????????????????????? ???????????? ,IM
38086140,27, ??????????????????????? ???????????? ,IM
38086150,27, ??????????????????????? ???????????? ,IM
38086190,27, ??????????????????????? ???????????? ,IM
38086210,27, ??????????????????????? ???????????? ,IM
38086220,27, ??????????????????????? ???????????? ,IM
38086230,27, ??????????????????????? ???????????? ,IM
38086240,27, ??????????????????????? ???????????? ,IM
38086250,27, ??????????????????????? ???????????? ,IM
38086290,27, ??????????????????????? ???????????? ,IM
38086910,27, ??????????????????????? ???????????? ,IM
38086990,27, ??????????????????????? ???????????? ,IM
38089110,27, ??????????????????????? ???????????? ,IM
38089120,27, ??????????????????????? ???????????? ,IM
38089130,27, ??????????????????????? ???????????? ,IM
38089140,27, ??????????????????????? ???????????? ,IM
38089150,27, ??????????????????????? ???????????? ,IM
38089191,27, ??????????????????????? ???????????? ,IM
38089199,27, ??????????????????????? ???????????? ,IM
38089211,27, ??????????????????????? ???????????? ,IM
38089219,27, ??????????????????????? ???????????? ,IM
38089290,27, ??????????????????????? ???????????? ,IM
38089311,27, ??????????????????????? ???????????? ,IM
38089319,27, ??????????????????????? ???????????? ,IM
38089320,27, ??????????????????????? ???????????? ,IM
38089330,27, ??????????????????????? ???????????? ,IM
38089410,27, ??????????????????????? ???????????? ,IM
38089420,27, ??????????????????????? ???????????? ,IM
38089490,27, ??????????????????????? ???????????? ,IM
38089910,27, ??????????????????????? ???????????? ,IM
38089990,27, ??????????????????????? ???????????? ,IM
10062010,28, ????? ,IM
10062090,28, ????? ,IM
10063030,28, ????? ,IM
10063040,28, ????? ,IM
10063050,28, ????? ,IM
10063060,28, ????? ,IM
10063070,28, ????? ,IM
10063091,28, ????? ,IM
10063099,28, ????? ,IM
10064010,28, ????? ,IM
10064090,28, ????? ,IM
10011100,29, ????????? ,IM
10011900,29, ????????? ,IM
10019100,29, ????????? ,IM
10019911,29, ????????? ,IM
10019912,29, ????????? ,IM
10019919,29, ????????? ,IM
10019991,29, ????????? ,IM
10019999,29, ????????? ,IM
10021000,29, ????????? ,IM
10029000,29, ????????? ,IM
10031000,29, ????????? ,IM
10039000,29, ????????? ,IM
10041000,29, ????????? ,IM
10049000,29, ????????? ,IM
11071000,29, ????????? ,IM
11072000,29, ????????? ,IM
50071020,30, ???????,IM
50071030,30, ???????,IM
50071090,30, ???????,IM
50072020,30, ???????,IM
50072030,30, ???????,IM
50072090,30, ???????,IM
50079020,30, ???????,IM
50079030,30, ???????,IM
50079090,30, ???????,IM
51111100,30, ???????,IM
51111900,30, ???????,IM
51112000,30, ???????,IM
51113000,30, ???????,IM
51119000,30, ???????,IM
51121110,30, ???????,IM
51121190,30, ???????,IM
51121910,30, ???????,IM
51121990,30, ???????,IM
51122000,30, ???????,IM
51123000,30, ???????,IM
51129000,30, ???????,IM
51130000,30, ???????,IM
52081100,30, ???????,IM
52081200,30, ???????,IM
52081300,30, ???????,IM
52081900,30, ???????,IM
52082100,30, ???????,IM
52082200,30, ???????,IM
52082300,30, ???????,IM
52082900,30, ???????,IM
52083110,30, ???????,IM
52083190,30, ???????,IM
52083200,30, ???????,IM
52083300,30, ???????,IM
52083900,30, ???????,IM
52084110,30, ???????,IM
52084190,30, ???????,IM
52084210,30, ???????,IM
52084290,30, ???????,IM
52084300,30, ???????,IM
52084900,30, ???????,IM
52085110,30, ???????,IM
52085190,30, ???????,IM
52085210,30, ???????,IM
52085290,30, ???????,IM
52085910,30, ???????,IM
52085920,30, ???????,IM
52085990,30, ???????,IM
52091110,30, ???????,IM
52091190,30, ???????,IM
52091200,30, ???????,IM
52091900,30, ???????,IM
52092100,30, ???????,IM
52092200,30, ???????,IM
52092900,30, ???????,IM
52093100,30, ???????,IM
52093200,30, ???????,IM
52093900,30, ???????,IM
52094100,30, ???????,IM
52094200,30, ???????,IM
52094300,30, ???????,IM
52094900,30, ???????,IM
52095110,30, ???????,IM
52095190,30, ???????,IM
52095210,30, ???????,IM
52095290,30, ???????,IM
52095910,30, ???????,IM
52095990,30, ???????,IM
52101100,30, ???????,IM
52101900,30, ???????,IM
52102100,30, ???????,IM
52102900,30, ???????,IM
52103100,30, ???????,IM
52103200,30, ???????,IM
52103900,30, ???????,IM
52104110,30, ???????,IM
52104190,30, ???????,IM
52104900,30, ???????,IM
52105110,30, ???????,IM
52105190,30, ???????,IM
52105910,30, ???????,IM
52105990,30, ???????,IM
52111100,30, ???????,IM
52111200,30, ???????,IM
52111900,30, ???????,IM
52112000,30, ???????,IM
52113100,30, ???????,IM
52113200,30, ???????,IM
52113900,30, ???????,IM
52114110,30, ???????,IM
52114190,30, ???????,IM
52114200,30, ???????,IM
52114300,30, ???????,IM
52114900,30, ???????,IM
52115110,30, ???????,IM
52115190,30, ???????,IM
52115210,30, ???????,IM
52115290,30, ???????,IM
52115910,30, ???????,IM
52115990,30, ???????,IM
52121100,30, ???????,IM
52121200,30, ???????,IM
52121300,30, ???????,IM
52121400,30, ???????,IM
52121510,30, ???????,IM
52121590,30, ???????,IM
52122100,30, ???????,IM
52122200,30, ???????,IM
52122300,30, ???????,IM
52122400,30, ???????,IM
52122510,30, ???????,IM
52122590,30, ???????,IM
53091100,30, ???????,IM
53091900,30, ???????,IM
53092100,30, ???????,IM
53092900,30, ???????,IM
53101010,30, ???????,IM
53101090,30, ???????,IM
53109000,30, ???????,IM
53110010,30, ???????,IM
53110020,30, ???????,IM
53110090,30, ???????,IM
54071020,30, ???????,IM
54071091,30, ???????,IM
54071099,30, ???????,IM
54072000,30, ???????,IM
54073000,30, ???????,IM
54074110,30, ???????,IM
54074190,30, ???????,IM
54074200,30, ???????,IM
54074300,30, ???????,IM
54074400,30, ???????,IM
54075100,30, ???????,IM
54075200,30, ???????,IM
54075300,30, ???????,IM
54075400,30, ???????,IM
54076110,30, ???????,IM
54076190,30, ???????,IM
54076910,30, ???????,IM
54076990,30, ???????,IM
54077100,30, ???????,IM
54077200,30, ???????,IM
54077300,30, ???????,IM
54077400,30, ???????,IM
54078100,30, ???????,IM
54078200,30, ???????,IM
54078300,30, ???????,IM
54078400,30, ???????,IM
54079100,30, ???????,IM
54079200,30, ???????,IM
54079300,30, ???????,IM
54079400,30, ???????,IM
54081010,30, ???????,IM
54081090,30, ???????,IM
54082100,30, ???????,IM
54082200,30, ???????,IM
54082300,30, ???????,IM
54082400,30, ???????,IM
54083100,30, ???????,IM
54083200,30, ???????,IM
54083300,30, ???????,IM
54083400,30, ???????,IM
55121100,30, ???????,IM
55121900,30, ???????,IM
55122100,30, ???????,IM
55122900,30, ???????,IM
55129100,30, ???????,IM
55129900,30, ???????,IM
55131100,30, ???????,IM
55131200,30, ???????,IM
55131300,30, ???????,IM
55131900,30, ???????,IM
55132100,30, ???????,IM
55132300,30, ???????,IM
55132900,30, ???????,IM
55133100,30, ???????,IM
55133900,30, ???????,IM
55134100,30, ???????,IM
55134900,30, ???????,IM
55141100,30, ???????,IM
55141200,30, ???????,IM
55141900,30, ???????,IM
55142100,30, ???????,IM
55142200,30, ???????,IM
55142300,30, ???????,IM
55142900,30, ???????,IM
55143000,30, ???????,IM
55144100,30, ???????,IM
55144200,30, ???????,IM
55144300,30, ???????,IM
55144900,30, ???????,IM
55151100,30, ???????,IM
55151200,30, ???????,IM
55151300,30, ???????,IM
55151900,30, ???????,IM
55152100,30, ???????,IM
55152200,30, ???????,IM
55152900,30, ???????,IM
55159100,30, ???????,IM
55159910,30, ???????,IM
55159990,30, ???????,IM
55161100,30, ???????,IM
55161200,30, ???????,IM
55161300,30, ???????,IM
55161400,30, ???????,IM
55162100,30, ???????,IM
55162200,30, ???????,IM
55162300,30, ???????,IM
55162400,30, ???????,IM
55163100,30, ???????,IM
55163200,30, ???????,IM
55163300,30, ???????,IM
55163400,30, ???????,IM
55164100,30, ???????,IM
55164200,30, ???????,IM
55164300,30, ???????,IM
55164400,30, ???????,IM
55169100,30, ???????,IM
55169200,30, ???????,IM
55169300,30, ???????,IM
55169400,30, ???????,IM
56021000,30, ???????,IM
56022100,30, ???????,IM
56022900,30, ???????,IM
56029000,30, ???????,IM
56031100,30, ???????,IM
56031200,30, ???????,IM
56031300,30, ???????,IM
56031400,30, ???????,IM
56039100,30, ???????,IM
56039200,30, ???????,IM
56039300,30, ???????,IM
56039400,30, ???????,IM
58011010,30, ???????,IM
58011090,30, ???????,IM
58012110,30, ???????,IM
58012190,30, ???????,IM
58012210,30, ???????,IM
58012290,30, ???????,IM
58012310,30, ???????,IM
58012390,30, ???????,IM
58012610,30, ???????,IM
58012690,30, ???????,IM
58012710,30, ???????,IM
58012790,30, ???????,IM
58013110,30, ???????,IM
58013190,30, ???????,IM
58013210,30, ???????,IM
58013290,30, ???????,IM
58013310,30, ???????,IM
58013390,30, ???????,IM
58013610,30, ???????,IM
58013690,30, ???????,IM
58013711,30, ???????,IM
58013712,30, ???????,IM
58013791,30, ???????,IM
58013792,30, ???????,IM
58019011,30, ???????,IM
58019019,30, ???????,IM
58019091,30, ???????,IM
58019099,30, ???????,IM
58021010,30, ???????,IM
58021090,30, ???????,IM
58022010,30, ???????,IM
58022090,30, ???????,IM
58023010,30, ???????,IM
58023020,30, ???????,IM
58023030,30, ???????,IM
58023090,30, ???????,IM
58030010,30, ???????,IM
58030020,30, ???????,IM
58030030,30, ???????,IM
58030090,30, ???????,IM
58041011,30, ???????,IM
58041019,30, ???????,IM
58041021,30, ???????,IM
58041029,30, ???????,IM
58041091,30, ???????,IM
58041099,30, ???????,IM
58042110,30, ???????,IM
58042190,30, ???????,IM
58042910,30, ???????,IM
58042990,30, ???????,IM
58043000,30, ???????,IM
58061010,30, ???????,IM
58061020,30, ???????,IM
58061090,30, ???????,IM
58062010,30, ???????,IM
58062090,30, ???????,IM
58063110,30, ???????,IM
58063120,30, ???????,IM
58063130,30, ???????,IM
58063190,30, ???????,IM
58063210,30, ???????,IM
58063240,30, ???????,IM
58063250,30, ???????,IM
58063290,30, ???????,IM
58063910,30, ???????,IM
58063991,30, ???????,IM
58063992,30, ???????,IM
58063993,30, ???????,IM
58063999,30, ???????,IM
58064000,30, ???????,IM
58090000,30, ???????,IM
59011000,30, ???????,IM
59019010,30, ???????,IM
59019020,30, ???????,IM
59019090,30, ???????,IM
59031010,30, ???????,IM
59031090,30, ???????,IM
59032000,30, ???????,IM
59039010,30, ???????,IM
59039090,30, ???????,IM
59061000,30, ???????,IM
59069100,30, ???????,IM
59069910,30, ???????,IM
59069990,30, ???????,IM
59070010,30, ???????,IM
59070030,30, ???????,IM
59070040,30, ???????,IM
59070050,30, ???????,IM
59070060,30, ???????,IM
59070090,30, ???????,IM
59080010,30, ???????,IM
59080090,30, ???????,IM
60011000,30, ???????,IM
60012100,30, ???????,IM
60012200,30, ???????,IM
60012900,30, ???????,IM
60019100,30, ???????,IM
60019220,30, ???????,IM
60019230,30, ???????,IM
60019290,30, ???????,IM
60019900,30, ???????,IM
60024000,30, ???????,IM
60029000,30, ???????,IM
60031000,30, ???????,IM
60032000,30, ???????,IM
60033000,30, ???????,IM
60034000,30, ???????,IM
60039000,30, ???????,IM
60041010,30, ???????,IM
60041090,30, ???????,IM
60049000,30, ???????,IM
60052100,30, ???????,IM
60052200,30, ???????,IM
60052300,30, ???????,IM
60052400,30, ???????,IM
60053500,30, ???????,IM
60053610,30, ???????,IM
60053690,30, ???????,IM
60053710,30, ???????,IM
60053790,30, ???????,IM
60053810,30, ???????,IM
60053890,30, ???????,IM
60053910,30, ???????,IM
60053990,30, ???????,IM
60054100,30, ???????,IM
60054200,30, ???????,IM
60054300,30, ???????,IM
60054400,30, ???????,IM
60059010,30, ???????,IM
60059090,30, ???????,IM
60061000,30, ???????,IM
60062100,30, ???????,IM
60062200,30, ???????,IM
60062300,30, ???????,IM
60062400,30, ???????,IM
60063110,30, ???????,IM
60063120,30, ???????,IM
60063190,30, ???????,IM
60063210,30, ???????,IM
60063220,30, ???????,IM
60063290,30, ???????,IM
60063310,30, ???????,IM
60063390,30, ???????,IM
60063410,30, ???????,IM
60063490,30, ???????,IM
60064110,30, ???????,IM
60064190,30, ???????,IM
60064210,30, ???????,IM
60064290,30, ???????,IM
60064310,30, ???????,IM
60064390,30, ???????,IM
60064410,30, ???????,IM
60064490,30, ???????,IM
60069000,30, ???????,IM
42010000,31, ???????????????(????),IM
42021110,31, ???????????????(????),IM
42021190,31, ???????????????(????),IM
42021211,31, ???????????????(????),IM
42021219,31, ???????????????(????),IM
42021291,31, ???????????????(????),IM
42021299,31, ???????????????(????),IM
42021920,31, ???????????????(????),IM
42021990,31, ???????????????(????),IM
42022100,31, ???????????????(????),IM
42022210,31, ???????????????(????),IM
42022220,31, ???????????????(????),IM
42022900,31, ???????????????(????),IM
42023100,31, ???????????????(????),IM
42023200,31, ???????????????(????),IM
42023900,31, ???????????????(????),IM
42029111,31, ???????????????(????),IM
42029119,31, ???????????????(????),IM
42029190,31, ???????????????(????),IM
42029210,31, ???????????????(????),IM
42029220,31, ???????????????(????),IM
42029290,31, ???????????????(????),IM
42029910,31, ???????????????(????),IM
42029990,31, ???????????????(????),IM
42031000,31, ???????????????(????),IM
42032110,31, ???????????????(????),IM
42032190,31, ???????????????(????),IM
42032910,31, ???????????????(????),IM
42032990,31, ???????????????(????),IM
42033000,31, ???????????????(????),IM
42034000,31, ???????????????(????),IM
42050010,31, ???????????????(????),IM
42050020,31, ???????????????(????),IM
42050030,31, ???????????????(????),IM
42050040,31, ???????????????(????),IM
42050090,31, ???????????????(????),IM
43031000,31, ???????????????(????),IM
43039020,31, ???????????????(????),IM
43039090,31, ???????????????(????),IM
43040020,31, ???????????????(????),IM
43040091,31, ???????????????(????),IM
43040099,31, ???????????????(????),IM
48185000,31, ???????????????(????),IM
56081100,31, ???????????????(????),IM
56081920,31, ???????????????(????),IM
56081990,31, ???????????????(????),IM
56089010,31, ???????????????(????),IM
56089090,31, ???????????????(????),IM
56090000,31, ???????????????(????),IM
57011010,31, ???????????????(????),IM
57011090,31, ???????????????(????),IM
57019011,31, ???????????????(????),IM
57019019,31, ???????????????(????),IM
57019020,31, ???????????????(????),IM
57019091,31, ???????????????(????),IM
57019099,31, ???????????????(????),IM
57021000,31, ???????????????(????),IM
57022000,31, ???????????????(????),IM
57023100,31, ???????????????(????),IM
57023200,31, ???????????????(????),IM
57023910,31, ???????????????(????),IM
57023920,31, ???????????????(????),IM
57023990,31, ???????????????(????),IM
57024110,31, ???????????????(????),IM
57024190,31, ???????????????(????),IM
57024210,31, ???????????????(????),IM
57024290,31, ???????????????(????),IM
57024911,31, ???????????????(????),IM
57024919,31, ???????????????(????),IM
57024920,31, ???????????????(????),IM
57024991,31, ???????????????(????),IM
57024999,31, ???????????????(????),IM
57025010,31, ???????????????(????),IM
57025020,31, ???????????????(????),IM
57025090,31, ???????????????(????),IM
57029110,31, ???????????????(????),IM
57029190,31, ???????????????(????),IM
57029210,31, ???????????????(????),IM
57029290,31, ???????????????(????),IM
57029911,31, ???????????????(????),IM
57029919,31, ???????????????(????),IM
57029920,31, ???????????????(????),IM
57029991,31, ???????????????(????),IM
57029999,31, ???????????????(????),IM
57031020,31, ???????????????(????),IM
57031090,31, ???????????????(????),IM
57032100,31, ???????????????(????),IM
57032910,31, ???????????????(????),IM
57032990,31, ???????????????(????),IM
57033100,31, ???????????????(????),IM
57033910,31, ???????????????(????),IM
57033990,31, ???????????????(????),IM
57039011,31, ???????????????(????),IM
57039019,31, ???????????????(????),IM
57039029,31, ???????????????(????),IM
57039092,31, ???????????????(????),IM
57039099,31, ???????????????(????),IM
57041000,31, ???????????????(????),IM
57042000,31, ???????????????(????),IM
57049000,31, ???????????????(????),IM
57050011,31, ???????????????(????),IM
57050019,31, ???????????????(????),IM
57050029,31, ???????????????(????),IM
57050091,31, ???????????????(????),IM
57050099,31, ???????????????(????),IM
58050010,31, ???????????????(????),IM
58050090,31, ???????????????(????),IM
58071000,31, ???????????????(????),IM
58079010,31, ???????????????(????),IM
58079090,31, ???????????????(????),IM
58081010,31, ???????????????(????),IM
58081090,31, ???????????????(????),IM
58089010,31, ???????????????(????),IM
58089090,31, ???????????????(????),IM
58101000,31, ???????????????(????),IM
58109100,31, ???????????????(????),IM
58109200,31, ???????????????(????),IM
58109900,31, ???????????????(????),IM
58110010,31, ???????????????(????),IM
58110090,31, ???????????????(????),IM
59050010,31, ???????????????(????),IM
59050090,31, ???????????????(????),IM
61012000,31, ???????????????(????),IM
61013000,31, ???????????????(????),IM
61019000,31, ???????????????(????),IM
61021000,31, ???????????????(????),IM
61022000,31, ???????????????(????),IM
61023000,31, ???????????????(????),IM
61029000,31, ???????????????(????),IM
61031000,31, ???????????????(????),IM
61032200,31, ???????????????(????),IM
61032300,31, ???????????????(????),IM
61032900,31, ???????????????(????),IM
61033100,31, ???????????????(????),IM
61033200,31, ???????????????(????),IM
61033300,31, ???????????????(????),IM
61033910,31, ???????????????(????),IM
61033990,31, ???????????????(????),IM
61034100,31, ???????????????(????),IM
61034200,31, ???????????????(????),IM
61034300,31, ???????????????(????),IM
61034900,31, ???????????????(????),IM
61041300,31, ???????????????(????),IM
61041920,31, ???????????????(????),IM
61041990,31, ???????????????(????),IM
61042200,31, ???????????????(????),IM
61042300,31, ???????????????(????),IM
61042900,31, ???????????????(????),IM
61043100,31, ???????????????(????),IM
61043200,31, ???????????????(????),IM
61043300,31, ???????????????(????),IM
61043900,31, ???????????????(????),IM
61044100,31, ???????????????(????),IM
61044200,31, ???????????????(????),IM
61044300,31, ???????????????(????),IM
61044400,31, ???????????????(????),IM
61044900,31, ???????????????(????),IM
61045100,31, ???????????????(????),IM
61045200,31, ???????????????(????),IM
61045300,31, ???????????????(????),IM
61045900,31, ???????????????(????),IM
61046100,31, ???????????????(????),IM
61046200,31, ???????????????(????),IM
61046300,31, ???????????????(????),IM
61046900,31, ???????????????(????),IM
61051000,31, ???????????????(????),IM
61052010,31, ???????????????(????),IM
61052020,31, ???????????????(????),IM
61059000,31, ???????????????(????),IM
61061000,31, ???????????????(????),IM
61062000,31, ???????????????(????),IM
61069000,31, ???????????????(????),IM
61071100,31, ???????????????(????),IM
61071200,31, ???????????????(????),IM
61071900,31, ???????????????(????),IM
61072100,31, ???????????????(????),IM
61072200,31, ???????????????(????),IM
61072900,31, ???????????????(????),IM
61079100,31, ???????????????(????),IM
61079900,31, ???????????????(????),IM
61081100,31, ???????????????(????),IM
61081920,31, ???????????????(????),IM
61081930,31, ???????????????(????),IM
61081940,31, ???????????????(????),IM
61081990,31, ???????????????(????),IM
61082100,31, ???????????????(????),IM
61082200,31, ???????????????(????),IM
61082900,31, ???????????????(????),IM
61083100,31, ???????????????(????),IM
61083200,31, ???????????????(????),IM
61083900,31, ???????????????(????),IM
61089100,31, ???????????????(????),IM
61089200,31, ???????????????(????),IM
61089900,31, ???????????????(????),IM
61091010,31, ???????????????(????),IM
61091020,31, ???????????????(????),IM
61099010,31, ???????????????(????),IM
61099020,31, ???????????????(????),IM
61099030,31, ???????????????(????),IM
61101100,31, ???????????????(????),IM
61101200,31, ???????????????(????),IM
61101900,31, ???????????????(????),IM
61102000,31, ???????????????(????),IM
61103000,31, ???????????????(????),IM
61109000,31, ???????????????(????),IM
61112000,31, ???????????????(????),IM
61113000,31, ???????????????(????),IM
61119010,31, ???????????????(????),IM
61119090,31, ???????????????(????),IM
61121100,31, ???????????????(????),IM
61121200,31, ???????????????(????),IM
61121900,31, ???????????????(????),IM
61122000,31, ???????????????(????),IM
61123100,31, ???????????????(????),IM
61123900,31, ???????????????(????),IM
61124110,31, ???????????????(????),IM
61124190,31, ???????????????(????),IM
61124910,31, ???????????????(????),IM
61124990,31, ???????????????(????),IM
61130010,31, ???????????????(????),IM
61130030,31, ???????????????(????),IM
61130040,31, ???????????????(????),IM
61130090,31, ???????????????(????),IM
61142000,31, ???????????????(????),IM
61143020,31, ???????????????(????),IM
61143090,31, ???????????????(????),IM
61149010,31, ???????????????(????),IM
61149090,31, ???????????????(????),IM
61151010,31, ???????????????(????),IM
61151090,31, ???????????????(????),IM
61152100,31, ???????????????(????),IM
61152200,31, ???????????????(????),IM
61152910,31, ???????????????(????),IM
61152990,31, ???????????????(????),IM
61153010,31, ???????????????(????),IM
61153090,31, ???????????????(????),IM
61159400,31, ???????????????(????),IM
61159500,31, ???????????????(????),IM
61159600,31, ???????????????(????),IM
61159900,31, ???????????????(????),IM
61161010,31, ???????????????(????),IM
61161090,31, ???????????????(????),IM
61169100,31, ???????????????(????),IM
61169200,31, ???????????????(????),IM
61169300,31, ???????????????(????),IM
